-219.70667,-1340.603,-132.93694,225.0,224.0,228.0
-172.98325,-1334.4565,-132.6158,225.0,225.0,225.0
-170.26776,-1334.4485,-132.55562,225.0,225.0,229.0
-167.55232,-1334.4404,-132.49545,226.0,225.0,224.0
-164.78891,-1332.4298,-132.6723,226.0,227.0,226.0
-162.08038,-1332.4218,-132.61224,227.0,228.0,228.0
-159.37187,-1332.4136,-132.55225,227.0,227.0,230.0
-156.6498,-1331.4043,-132.61098,227.0,228.0,227.0
-132.41061,-1325.3251,-132.78806,228.0,228.0,225.0
-129.74757,-1324.3159,-132.84808,228.0,228.0,230.0
-127.06682,-1324.3079,-132.7887,226.0,226.0,224.0
-100.4969,-1320.2241,-132.67607,229.0,227.0,229.0
-97.83003,-1320.2162,-132.61697,228.0,228.0,226.0
-268.29633,-1354.738,-135.13329,224.0,224.0,222.0
-265.5114,-1354.7296,-135.07156,225.0,224.0,224.0
-262.7265,-1354.7213,-135.00986,227.0,224.0,223.0
-259.6577,-1352.71,-135.17297,228.0,227.0,232.0
-257.15668,-1354.7047,-134.88644,226.0,229.0,227.0
-251.32379,-1352.685,-134.98831,223.0,224.0,226.0
-245.51868,-1350.6655,-135.09079,225.0,224.0,226.0
-242.38431,-1347.6527,-135.36804,225.0,222.0,224.0
-239.15314,-1343.6385,-135.7587,225.0,225.0,228.0
-236.40642,-1343.6304,-135.69785,226.0,227.0,227.0
-233.65971,-1343.6222,-135.63696,226.0,227.0,223.0
-231.12741,-1345.617,-135.34973,225.0,227.0,226.0
-225.41953,-1343.5974,-135.45438,225.0,225.0,225.0
-222.38242,-1340.5852,-135.73376,224.0,226.0,227.0
-219.64609,-1340.5769,-135.67314,226.0,225.0,229.0
-216.99965,-1341.5702,-135.4989,227.0,227.0,226.0
-214.25989,-1341.562,-135.4382,226.0,225.0,225.0
-211.4372,-1340.5525,-135.49121,227.0,227.0,224.0
-208.54202,-1338.5415,-135.6582,227.0,226.0,226.0
-205.81264,-1338.5334,-135.59772,226.0,224.0,229.0
-203.08328,-1338.5253,-135.53723,226.0,226.0,226.0
-200.35394,-1338.5172,-135.47675,223.0,226.0,222.0
-197.49345,-1336.5063,-135.6445,221.0,223.0,228.0
-194.77106,-1336.4982,-135.58417,224.0,224.0,226.0
-192.16586,-1338.4928,-135.29529,226.0,225.0,227.0
-189.4365,-1338.4846,-135.23483,226.0,224.0,230.0
-186.60382,-1336.4739,-135.40317,226.0,226.0,226.0
-183.8814,-1336.4658,-135.34285,227.0,228.0,229.0
-181.06955,-1334.4551,-135.51169,227.0,226.0,228.0
-178.35408,-1334.4469,-135.4515,227.0,226.0,232.0
-175.63861,-1334.439,-135.39131,225.0,225.0,227.0
-172.92316,-1334.4307,-135.33115,224.0,226.0,223.0
-170.14601,-1332.4202,-135.50073,226.0,227.0,229.0
-167.41016,-1331.4109,-135.5557,226.0,226.0,223.0
-164.7051,-1331.4028,-135.49574,226.0,226.0,226.0
-162.00003,-1331.3948,-135.43579,225.0,226.0,228.0
-159.295,-1331.3867,-135.37582,225.0,226.0,230.0
-156.58994,-1331.3787,-135.31592,226.0,227.0,228.0
-153.86491,-1329.3683,-135.48665,226.0,226.0,225.0
-151.1668,-1329.3602,-135.42686,225.0,229.0,226.0
-148.46259,-1327.3499,-135.59805,225.0,230.0,230.0
-145.77144,-1327.3418,-135.53842,225.0,217.0,226.0
-143.08806,-1325.3315,-135.7101,226.0,229.0,227.0
-140.40384,-1325.3236,-135.6506,227.0,227.0,231.0
-137.7196,-1325.3157,-135.59113,225.0,227.0,227.0
-135.04974,-1324.3064,-135.64755,228.0,230.0,231.0
-132.36899,-1324.2986,-135.58813,229.0,227.0,228.0
-129.68823,-1324.2905,-135.52872,228.0,230.0,230.0
-127.05695,-1322.2804,-135.70155,229.0,227.0,224.0
-124.38315,-1322.2723,-135.6423,228.0,226.0,227.0
-121.70939,-1322.2644,-135.58305,227.0,227.0,223.0
-118.96528,-1324.2585,-135.29112,227.0,228.0,229.0
-116.36176,-1322.2485,-135.46454,229.0,227.0,226.0
-113.603775,-1324.2427,-135.17229,230.0,227.0,225.0
-110.92302,-1324.2345,-135.11292,229.0,228.0,229.0
-108.34039,-1322.2246,-135.2868,229.0,230.0,232.0
-105.771614,-1320.2146,-135.461,228.0,226.0,225.0
-103.10475,-1320.2065,-135.40192,227.0,227.0,228.0
-100.43788,-1320.1987,-135.34283,227.0,228.0,228.0
-97.77101,-1320.1908,-135.28372,227.0,227.0,229.0
-95.10421,-1320.1827,-135.22464,228.0,227.0,228.0
-92.43735,-1320.1749,-135.16553,228.0,229.0,226.0
-89.77048,-1320.1669,-135.10645,228.0,230.0,231.0
-73.39263,-1324.1226,-134.28123,231.0,229.0,229.0
-70.907166,-1322.113,-134.45728,228.0,230.0,229.0
-68.43567,-1320.1033,-134.63364,229.0,228.0,228.0
-63.101936,-1320.0874,-134.51544,232.0,229.0,226.0
-268.2347,-1354.7115,-137.91809,224.0,224.0,225.0
-265.4498,-1354.7031,-137.85635,224.0,223.0,226.0
-262.6649,-1354.695,-137.79465,225.0,223.0,225.0
-259.87994,-1354.6866,-137.73294,223.0,222.0,228.0
